movie,production_budget,domestic_gross,worldwide_gross,Profit,Percent_Profit,Release_Month,Release_Year
"Lovely, Still",5000000,127564,282687,-4717313,-0.9434626,Sep,2010
Tycoon,5000000,121016,121016,-4878984,-0.9757968,Jun,2003
Desert Blue,5000000,99147,99147,-4900853,-0.9801706,Jun,1999
Decoys,5000000,84733,96760,-4903240,-0.980648,Feb,2004
Stuck,5000000,67505,67505,-4932495,-0.986499,May,2008
Redacted,5000000,65388,861325,-4138675,-0.827735,Nov,2007
Rudderless,5000000,56001,567219,-4432781,-0.8865562,Oct,2014
Fascination,5000000,16670,83356,-4916644,-0.9833288,Jan,2005
Grace,5000000,8297,8297,-4991703,-0.9983406,Aug,2009
Area 51,5000000,7556,7556,-4992444,-0.9984888,May,2015
Mientras duermes,5000000,0,9109597,4109597,0.8219194,Oct,2012
Flying By,5000000,0,4568257,-431743,-0.0863486,Jul,2009
Dying of the Light,5000000,0,74639,-4925361,-0.9850722,Dec,2014
Yoga Hosers,5000000,0,22958,-4977042,-0.9954084,Sep,2016
Mommy,4900000,3498695,17536004,12636004,2.5787763265306123,Jan,2015
Obsluhoval jsem anglickÃ©ho krÃ¡le,4900000,617228,7174984,2274984,0.4642824489795918,Aug,2008
Soul Kitchen,4900000,276901,23347461,18447461,3.7647879591836735,Aug,2010
The Awakening,4900000,95933,6924321,2024321,0.41312673469387756,Aug,2012
All Hat,4900000,15198,15198,-4884802,-0.9968983673469388,Jan,2008
Sling Blade,4833610,24475416,34175000,29341390,6.070284942310199,Nov,1996
Hostel,4800000,47326473,82241110,77441110,16.13356458333333,Jan,2006
Only God Forgives,4800000,775849,4494560,-305440,-0.06363333333333333,Jul,2013
Take Shelter,4750000,1728953,4972016,222016,0.04674021052631579,Sep,2011
Tristram Shandy: A Cock and Bull Story,4750000,1253413,3061763,-1688237,-0.3554183157894737,Jan,2006
The Texas Chainsaw Massacre 2,4700000,8025872,8025872,3325872,0.7076323404255319,Aug,1986
Lady in White,4700000,1705139,1705139,-2994861,-0.6372044680851063,Apr,1988
Driving Lessons,4700000,239962,239962,-4460038,-0.9489442553191489,Oct,2006
Pat Garrett and Billy the Kid,4638783,8000000,11000000,6361217,1.3713116134123973,May,1973
Camping Sauvage,4600000,3479302,3479302,-1120698,-0.24363,Jul,2004
Barfi,4600000,2804874,36751984,32151984,6.989561739130435,Sep,2012
Dear Frankie,4600000,1340891,3099369,-1500631,-0.3262241304347826,Mar,2005
The Assassination of Richard Nixon,4600000,708776,4880143,280143,0.06090065217391304,Dec,2004
Le nom des gens,4600000,514237,9261711,4661711,1.0134154347826088,Jun,2011
Savage Grace,4600000,434417,968805,-3631195,-0.7893902173913043,May,2008
Out of the Blue,4600000,728,731767,-3868233,-0.8409202173913044,Oct,2007
Police Academy,4500000,81198894,81198894,76698894,17.044198666666666,Mar,1984
Four Weddings and a Funeral,4500000,52700832,242895809,238395809,52.97684644444445,Mar,1994
The Blue Lagoon,4500000,47923795,47923795,43423795,9.649732222222223,Jun,1980
Fast Times at Ridgemont High,4500000,27092880,27092880,22592880,5.02064,Aug,1982
Secrets & Lies,4500000,13417292,13417292,8917292,1.9816204444444445,Sep,1996
25th Hour,4500000,13084595,25344490,20844490,4.632108888888889,Dec,2002
After Hours,4500000,10609321,10609321,6109321,1.357626888888889,Sep,1985
Moby Dick,4500000,10400000,10400000,5900000,1.3111111111111111,Jun,1956
The Lobster,4500000,9196278,18019834,13519834,3.0044075555555554,Mar,2016
Bound,4500000,3802260,7011317,2511317,0.5580704444444444,Oct,1996
Requiem for a Dream,4500000,3635482,7389233,2889233,0.6420517777777778,Oct,2000
State Fair,4500000,3500000,3500000,-1000000,-0.2222222222222222,Mar,1962
LÃ¥t den rÃ¤tte komma in,4500000,2122085,12247682,7747682,1.721707111111111,Oct,2008
Tango,4500000,1687311,5428387,928387,0.20630822222222223,Feb,1999
Salvador,4500000,1500000,1500000,-3000000,-0.6666666666666666,Apr,1986
Donnie Darko,4500000,1480006,7510877,3010877,0.6690837777777778,Oct,2001
Salvando al Soldado Perez,4500000,1400726,9330465,4830465,1.0734366666666666,Sep,2011
Karakter,4500000,713413,713413,-3786587,-0.8414637777777778,Mar,1998
Nannerl la soeur de Mozart,4500000,707885,2404639,-2095361,-0.46563577777777776,Aug,2011
Spun,4500000,410241,1022649,-3477351,-0.7727446666666666,Mar,2003
Life During Wartime,4500000,281447,281447,-4218553,-0.9374562222222222,Jul,2010
Chinjeolhan geumjassi,4500000,211667,23471871,18971871,4.215971333333333,May,2006
Blackthorn,4500000,200558,1217307,-3282693,-0.7294873333333334,Oct,2011
Maggie,4500000,187112,1027760,-3472240,-0.7716088888888889,May,2015
Lilja 4-ever,4500000,181655,4556982,56982,0.012662666666666666,Apr,2003
After.Life,4500000,108596,2481925,-2018075,-0.4484611111111111,Apr,2010
Mean Machine,4500000,92723,92723,-4407277,-0.9793948888888889,Feb,2002
Fong juk,4500000,51957,51957,-4448043,-0.988454,Aug,2007
Spoken Word,4500000,32961,32961,-4467039,-0.9926753333333334,Jul,2010
The Sweeney,4500000,26345,8000366,3500366,0.7778591111111111,Mar,2013
Falcon Rising,4500000,11774,11774,-4488226,-0.9973835555555556,Sep,2014
One Flew Over the Cuckoo's Nest,4400000,108981275,108997629,104597629,23.77218840909091,Nov,1975
Silent Movie,4400000,36145695,36145695,31745695,7.214930681818182,Jun,1976
Anna,4357373,0,1200000,-3157373,-0.7246047102233387,Jun,2014
Whale Rider,4300000,20779666,39374600,35074600,8.156883720930233,Jun,2003
Sexy Beast,4300000,6946056,10158355,5858355,1.3624081395348837,Jun,2001
Paa,4300000,199228,9791282,5491282,1.2770423255813954,Dec,2009
Snabba Cash,4300000,188870,10212403,5912403,1.3749774418604652,Jul,2012
Night of the Living Dead,4200000,5835247,5835247,1635247,0.38934452380952383,Oct,1990
Nochnoy dozor,4200000,1502188,33913542,29713542,7.0746528571428575,Feb,2006
Animal Kingdom,4200000,1044039,8078683,3878683,0.9234959523809524,Aug,2010
George A. Romero's Survival of the Dead,4200000,101740,101740,-4098260,-0.9757761904761905,May,2010
Cargo,4200000,0,313230,-3886770,-0.9254214285714286,Oct,2011
Love and Death on Long Island,4030000,2542264,2542264,-1487736,-0.3691652605459057,Mar,1998
Porky's,4000000,109492484,109492484,105492484,26.373121,Mar,1982
Peter Pan,4000000,87400000,87400000,83400000,20.85,Feb,1953
The Crying Game,4000000,62546695,62546695,58546695,14.63667375,Nov,1992
Lost in Translation,4000000,44585453,117085297,113085297,28.27132425,Sep,2003
Annie Hall,4000000,38251425,38251425,34251425,8.56285625,Apr,1977
The Boy Next Door,4000000,36006065,53401938,49401938,12.3504845,Jan,2015
The Greatest Show on Earth,4000000,36000000,36000000,32000000,8.0,Jan,1952
Leaving Las Vegas,4000000,31983777,49800000,45800000,11.45,Oct,1995
Monster's Ball,4000000,31273922,43766463,39766463,9.94161575,Dec,2001
Boyhood,4000000,25379975,57273049,53273049,13.31826225,Jul,2014
Exodus,4000000,21750000,21750000,17750000,4.4375,Dec,1960
The Kids Are All Right,4000000,20811365,36275469,32275469,8.06886725,Jul,2010
Life of Brian,4000000,20182359,20468305,16468305,4.11707625,Aug,1979
A Haunted House 2,4000000,17329487,21206861,17206861,4.30171525,Apr,2014
The Last Exorcism Part II,4000000,15179303,25448707,21448707,5.36217675,Mar,2013
The Front Page,4000000,15000000,15000000,11000000,2.75,Dec,1974
Trapeze,4000000,14400000,14400000,10400000,2.6,May,1956
The Return of the Living Dead,4000000,14237880,14237880,10237880,2.55947,Aug,1985
They Live,4000000,13000000,13000774,9000774,2.2501935,Nov,1988
Saving Grace,4000000,12178602,27786849,23786849,5.94671225,Aug,2000
The Great Escape,4000000,11744471,11972561,7972561,1.99314025,Aug,1963
What the #$'! Do We Know,4000000,10941801,10941801,6941801,1.73545025,Feb,2004
The Darkness,4000000,10753574,10898293,6898293,1.72457325,May,2016
Scoop,4000000,10525717,40103262,36103262,9.0258155,Jul,2006
The Wash,4000000,10097096,10097096,6097096,1.524274,Nov,2001
3 Strikes,4000000,9821335,9821335,5821335,1.45533375,Mar,2000
The Visitor,4000000,9427026,19174817,15174817,3.79370425,Apr,2008
The Cooler,4000000,8291572,11131455,7131455,1.78286375,Nov,2003
The Misfits,4000000,8200000,8200000,4200000,1.05,Feb,1961
The Night Listener,4000000,7836393,10770993,6770993,1.69274825,Aug,2006
The Jerky Boys,4000000,7555256,7555256,3555256,0.888814,Feb,1995
El orfanato,4000000,7159147,79250193,75250193,18.81254825,Dec,2007
Bug,4000000,7006708,8302995,4302995,1.07574875,May,2007
The Rules of Attraction,4000000,6525762,11799060,7799060,1.949765,Oct,2002
Topaz,4000000,6000000,6000000,2000000,0.5,Dec,1969
Let's Go to Prison,4000000,4630045,4630045,630045,0.15751125,Nov,2006
Four Rooms,4000000,4301000,4301000,301000,0.07525,Dec,1995
Secretary,4000000,4046737,9413956,5413956,1.353489,Sep,2002
The Real Cancun,4000000,3816594,3816594,-183406,-0.0458515,Apr,2003
Talk Radio,4000000,3468572,3468572,-531428,-0.132857,Dec,1988
Waiting for Guffman,4000000,2922988,2922988,-1077012,-0.269253,Jan,1997
Love Stinks,4000000,2793776,2793776,-1206224,-0.301556,Sep,1999
Samsara,4000000,2672413,5966671,1966671,0.49166775,Aug,2012
You Kill Me,4000000,2426851,3858964,-141036,-0.035259,Jun,2007
The Art of Getting By,4000000,1430241,1989035,-2010965,-0.50274125,Jun,2011
Thumbsucker,4000000,1328679,1919197,-2080803,-0.52020075,Sep,2005
Red State,4000000,1065429,1983596,-2016404,-0.504101,Sep,2011
MirrorMask,4000000,864959,973613,-3026387,-0.75659675,Sep,2005
The Barbarians,4000000,800000,800000,-3200000,-0.8,Mar,1987
Holy Motors,4000000,641054,4230426,230426,0.0576065,Oct,2012
The Signal,4000000,600896,2665322,-1334678,-0.3336695,Jun,2014
Poolhall Junkies,4000000,563711,563711,-3436289,-0.85907225,Feb,2003
The Loss of Sexual Innocence,4000000,399793,399793,-3600207,-0.90005175,May,1999
The Face of Love,4000000,385069,1158877,-2841123,-0.71028075,Mar,2014
Joe,4000000,373375,373375,-3626625,-0.90665625,Apr,2014
Prison,4000000,354704,354704,-3645296,-0.911324,Mar,1988
Shooting Fish,4000000,302204,302204,-3697796,-0.924449,May,1998
Adoration,4000000,294244,384244,-3615756,-0.903939,May,2009
Psycho Beach Party,4000000,267972,267972,-3732028,-0.933007,Aug,2000
Late Night,4000000,246305,246305,-3753695,-0.93842375,Jun,2019
The Big Tease,4000000,185577,185577,-3814423,-0.95360575,Jan,2000
Polina danser sa vie,4000000,165203,953314,-3046686,-0.7616715,Aug,2017
Desert Dancer,4000000,155271,596335,-3403665,-0.85091625,Apr,2015
"Guten Tag, Ramon",4000000,154356,4854356,854356,0.213589,Jan,2015
Mondays in the Sun,4000000,146402,146402,-3853598,-0.9633995,Jul,2003
Manglehorn,4000000,132270,797439,-3202561,-0.80064025,Jun,2015
Tau ming chong,4000000,129078,38899792,34899792,8.724948,Apr,2010
Trust,4000000,120016,120016,-3879984,-0.969996,Apr,2011
An Everlasting Piece,4000000,75078,75078,-3924922,-0.9812305,Dec,2000
Among Giants,4000000,64359,64359,-3935641,-0.98391025,Mar,1999
The Velocity of Gary,4000000,34145,34145,-3965855,-0.99146375,Jul,1999
Stake Land,4000000,33245,679482,-3320518,-0.8301295,Apr,2011
Praia do Futuro,4000000,20620,760678,-3239322,-0.8098305,Feb,2015
Sonny,4000000,17639,17639,-3982361,-0.99559025,Dec,2002
The Last Time I Committed Suicide,4000000,12836,12836,-3987164,-0.996791,Jun,1997
13 Sins,4000000,9134,47552,-3952448,-0.988112,Apr,2014
Another Happy Day,4000000,9120,978527,-3021473,-0.75536825,Nov,2011
Inescapable,4000000,4327,4327,-3995673,-0.99891825,Feb,2013
A Lonely Place to Die,4000000,0,442550,-3557450,-0.8893625,Mar,2012
The Loved Ones,4000000,0,12302,-3987698,-0.9969245,Jun,2012
Gone with the Wind,3900000,198680470,390525192,386625192,99.13466461538462,Dec,1939
A Man for All Seasons,3900000,28350000,28350000,24450000,6.269230769230769,Dec,1966
Ben-Hur: A Tale of the Christ,3900000,9000000,9000000,5100000,1.3076923076923077,Dec,1925
Network,3800000,23689877,23689877,19889877,5.234178157894737,Jan,1976
Down for Life,3800000,41914,41914,-3758086,-0.98897,Jan,2011
The Good Heart,3800000,20930,340930,-3459070,-0.9102815789473684,Apr,2010
Major Dundee,3800000,14873,14873,-3785127,-0.9960860526315789,Apr,1965
Hevi reissu,3800000,10153,10153,-3789847,-0.9973281578947368,Oct,2018
Annie Get Your Gun,3768785,8000000,8000000,4231215,1.122700021359669,May,1950
Casa de Areia,3750000,539285,1178175,-2571825,-0.68582,Aug,2006
Four Lions,3750000,310007,2436111,-1313889,-0.3503704,Nov,2010
Defendor,3750000,44462,44462,-3705538,-0.9881434666666666,Feb,2010
The Ballad of Cable Hogue,3716946,3500000,5000000,1283054,0.3451903794136369,May,1970
The Pirate,3700000,2956000,2956000,-744000,-0.20108108108108108,May,1948
The History Boys,3700000,2730296,13447998,9747998,2.634594054054054,Nov,2006
Unknown,3700000,26403,3355048,-344952,-0.09323027027027027,Nov,2006
Midnight Cowboy,3600000,44785053,44785053,41185053,11.4402925,May,1969
Billy: The Early Years of Billy Graham,3600000,320896,320896,-3279104,-0.9108622222222222,Oct,2008
Airplane!,3500000,83453539,83453539,79953539,22.843868285714287,Jul,1980
M*A*S*H,3500000,81600000,81600000,78100000,22.314285714285713,Jan,1970
The Full Monty,3500000,45950122,261249383,257749383,73.64268085714286,Aug,1997
Truth or Dare,3500000,41411015,95127344,91627344,26.179241142857144,Apr,2018
Menace II Society,3500000,27731527,27731527,24231527,6.923293428571428,May,1993
Friday,3500000,27467564,27936778,24436778,6.981936571428571,Apr,1995
The Witch,3500000,25138705,40454520,36954520,10.558434285714286,Feb,2016
Winchester,3500000,25091816,44378040,40878040,11.67944,Feb,2018
Empire,3500000,17504595,18495444,14995444,4.284412571428572,Dec,2002
Dark Skies,3500000,17418667,27704111,24204111,6.9154602857142855,Feb,2013
Forever My Girl,3500000,16376066,16376066,12876066,3.678876,Jan,2018
Creepshow 2,3500000,14000000,14000000,10500000,3.0,May,1987
In Cold Blood,3500000,13000000,13007551,9507551,2.716443142857143,Dec,1967
The Nun's Story,3500000,12800000,12800000,9300000,2.657142857142857,Jul,1959
Frenzy,3500000,12600000,12600000,9100000,2.6,Jun,1972
Harper,3500000,12000000,12000000,8500000,2.4285714285714284,Feb,1966
I Got the Hook-Up!,3500000,10317779,10317779,6817779,1.9479368571428572,May,1998
She's the One,3500000,9482579,13795053,10295053,2.941443714285714,Aug,1996
Terror Train,3500000,8000000,8000000,4500000,1.2857142857142858,Jan,1980
Gods and Monsters,3500000,6451628,6451628,2951628,0.8433222857142857,Nov,1998
El secreto de sus ojos,3500000,6391436,40527719,37027719,10.579348285714286,Apr,2010
Evil Dead II,3500000,5923044,5926177,2426177,0.6931934285714285,Mar,1987
Day of the Dead,3500000,5804262,34004262,30504262,8.715503428571429,Jun,1985
First Reformed,3500000,3448256,3874772,374772,0.10707771428571429,May,2018
Pootie Tang,3500000,3293258,3293258,-206742,-0.059069142857142855,Jun,2001
Believe,3500000,890303,890303,-2609697,-0.7456277142857143,Dec,2016
La otra conquista,3500000,886410,886410,-2613590,-0.74674,Apr,2000
American Honey,3500000,663247,2611750,-888250,-0.2537857142857143,Sep,2016
The Bronze,3500000,615816,615816,-2884184,-0.8240525714285715,Mar,2016
Trolljegeren,3500000,253444,5706638,2206638,0.630468,Jun,2011
Ira and Abby,3500000,221096,221096,-3278904,-0.9368297142857143,Sep,2007
The Masked Saint,3500000,182695,182695,-3317305,-0.9478014285714286,Jan,2016
Winter Passing,3500000,107492,113783,-3386217,-0.9674905714285714,Feb,2006
D.E.B.S.,3500000,96793,96793,-3403207,-0.9723448571428571,Mar,2005
Time to Choose,3500000,29233,29233,-3470767,-0.9916477142857143,Jun,2016
Surveillance,3500000,27349,1396395,-2103605,-0.60103,Jun,2009
Taxman,3500000,9871,9871,-3490129,-0.9971797142857143,Sep,1999
Jagten,3450000,687185,18309793,14859793,4.307186376811594,May,2013
La marche de l'empereur,3400000,77437223,133276359,129876359,38.19892911764706,Jun,2005
High Anxiety,3400000,31063038,31063038,27663038,8.136187647058824,Dec,1977
Margin Call,3400000,5353586,20433227,17033227,5.009772647058823,Oct,2011
Choke,3400000,2926565,4124277,724277,0.21302264705882354,Sep,2008
L\'incomparable mademoiselle C.,3400000,493905,493905,-2906095,-0.8547338235294117,Apr,2004
August,3400000,12636,12636,-3387364,-0.9962835294117647,Jul,2008
Carousel,3380000,0,3604,-3376396,-0.9989337278106509,Feb,1956
Whiplash,3300000,13092006,38969037,35669037,10.80879909090909,Oct,2014
Bella,3300000,8093373,12405473,9105473,2.7592342424242426,Oct,2007
Cidade de Deus,3300000,7563397,32059295,28759295,8.714937878787879,Jan,2003
Human Traffic,3300000,104257,5422740,2122740,0.6432545454545454,May,2000
The Dead Girl,3300000,19875,19875,-3280125,-0.9939772727272728,Dec,2006
The Opposite Sex,3300000,0,50206,-3249794,-0.9847860606060606,Jan,2015
A Christmas Story,3250000,20605209,20605209,17355209,5.340064307692308,Nov,1983
Class of 1984,3250000,6965361,6965361,3715361,1.143188,Aug,1982
Entre les murs,3250000,3766810,34114067,30864067,9.496636,Jan,2009
Dreaming of Joseph Lees,3250000,7680,7680,-3242320,-0.9976369230769231,Oct,1999
Rosemary's Baby,3200000,33395426,33395426,30195426,9.436070625,Jun,1968
Sorry to Bother You,3200000,17493096,18285560,15085560,4.7142375,Jul,2018
The Man Who Shot Liberty Valance,3200000,8000000,8000000,4800000,1.5,Apr,1962
Maria Full of Grace,3200000,6529624,14441158,11241158,3.512861875,Jul,2004
Beginners,3200000,5790894,14314407,11114407,3.4732521875,Jun,2011
The Meddler,3200000,4267219,5526942,2326942,0.727169375,Apr,2016
Adam,3200000,2283291,2834485,-365515,-0.1142234375,Jul,2009
Feast,3200000,56131,690872,-2509128,-0.7841025,Sep,2006
Itâs a Wonderful Life,3180000,6600000,10768908,7588908,2.3864490566037735,Dec,1946
Trainspotting,3100000,16501785,71558971,68458971,22.083539032258063,Jul,1996
Antiviral,3100000,0,123407,-2976593,-0.9601912903225807,Apr,2013
National Lampoon's Animal House,3000000,141600000,141600000,138600000,46.2,Jul,1978
Paranormal Activity 2,3000000,84752907,177512032,174512032,58.17067733333333,Oct,2010
War Room,3000000,67790117,73975239,70975239,23.658413,Aug,2015
The Purge,3000000,64473115,91266581,88266581,29.422193666666665,Jun,2013
Goldfinger,3000000,51100000,124900000,121900000,40.63333333333333,Dec,1964
Sinister,3000000,48086903,87727807,84727807,28.242602333333334,Oct,2012
The Original Kings of Comedy,3000000,38168022,38236338,35236338,11.745446,Aug,2000
The Bridge on the River Kwai,3000000,33300000,33300000,30300000,10.1,Dec,1957
Coming Home,3000000,32653000,32653000,29653000,9.884333333333334,Jan,1978
Waking Ned Devine,3000000,24793251,55193251,52193251,17.397750333333335,Nov,1998
Air Bud,3000000,24646936,27788649,24788649,8.262883,Aug,1997
Bowling for Columbine,3000000,21576018,58240487,55240487,18.413495666666666,Oct,2002
A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,21163999,21163999,18163999,6.0546663333333335,Nov,1985
A Room with a View,3000000,20966644,20966644,17966644,5.9888813333333335,Mar,1986
Love and Death,3000000,20123742,20123742,17123742,5.707914,Jun,1975
Friday the 13th Part VI: Jason Lives,3000000,19472057,19472057,16472057,5.490685666666667,Aug,1986
Martin Lawrence Live: RunTelDat,3000000,19184820,19184820,16184820,5.39494,Aug,2002
The Apartment,3000000,18600000,24600000,21600000,7.2,Jun,1960
Cat on a Hot Tin Roof,3000000,17570324,17570324,14570324,4.8567746666666665,Sep,1958
Beneath the Planet of the Apes,3000000,17489009,17489009,14489009,4.829669666666667,May,1970
Pokemon 3: The Movie,3000000,17052128,68452128,65452128,21.817376,Apr,2001
Jason Goes to Hell: The Final Friday,3000000,15935068,15935068,12935068,4.311689333333334,Aug,1993
Spaced Invaders,3000000,15000000,15000000,12000000,4.0,Apr,1990
Family Plot,3000000,13200000,13200000,10200000,3.4,Apr,1976
Torn Curtain,3000000,13000000,13000000,10000000,3.3333333333333335,Jul,1966
Upgrade,3000000,11977130,16553285,13553285,4.517761666666667,Jun,2018
Dave Chappelle's Block Party,3000000,11718595,12051924,9051924,3.017308,Mar,2006
Krush Groove,3000000,11052713,11052713,8052713,2.6842376666666667,Oct,1985
Elmer Gantry,3000000,10400000,10400000,7400000,2.466666666666667,Jul,1960
Next Day Air,3000000,10027047,10172519,7172519,2.3908396666666665,May,2009
Judgment at Nuremberg,3000000,10000000,10000000,7000000,2.3333333333333335,Dec,1961
Belly,3000000,9639390,9639390,6639390,2.21313,Nov,1998
Trippinâ,3000000,9017070,9017070,6017070,2.00569,May,1999
Red River,3000000,9012000,9012000,6012000,2.004,Aug,1948
The Deep End,3000000,8823109,9981635,6981635,2.3272116666666665,Aug,2001
Before Midnight,3000000,8110621,23251930,20251930,6.7506433333333336,May,2013
Teen Wolf Too,3000000,7888000,7888000,4888000,1.6293333333333333,Nov,1987
The Collector,3000000,7712114,10473836,7473836,2.4912786666666666,Jul,2009
Phantasm II,3000000,7282851,7282851,4282851,1.427617,Jul,1988
Let There Be Light,3000000,7233471,7241309,4241309,1.4137696666666666,Oct,2017
Phat Girlz,3000000,7061128,7301115,4301115,1.433705,Apr,2006
Woman Thou Art Loosed,3000000,6879730,6879730,3879730,1.2932433333333333,Oct,2004
Real Women Have Curves,3000000,5853194,7777790,4777790,1.5925966666666667,Oct,2002
Gallipoli,3000000,5732587,5732587,2732587,0.9108623333333333,Aug,1981
Water,3000000,5529144,11322573,8322573,2.774191,Apr,2006
Donât Think Twice,3000000,4417983,4417983,1417983,0.472661,Jul,2016
Swiss Army Man,3000000,4210454,5837111,2837111,0.9457036666666667,Jun,2016
East is East,3000000,4170647,30438635,27438635,9.146211666666666,Apr,2000
Whipped,3000000,4142507,4142507,1142507,0.3808356666666667,Sep,2000
Kama Sutra,3000000,4109095,4109095,1109095,0.36969833333333335,Feb,1997
Frances Ha,3000000,4067398,11262769,8262769,2.754256333333333,May,2013
Please Give,3000000,4033574,4570178,1570178,0.5233926666666666,Apr,2010
Willy Wonka & the Chocolate Factory,3000000,4000000,4000000,1000000,0.3333333333333333,Jun,1971
Warlock: The Armageddon,3000000,3902679,3902679,902679,0.300893,Sep,1993
8 Heads in a Duffel Bag,3000000,3602884,4002884,1002884,0.3342946666666667,Apr,1997
Days of Heaven,3000000,3446749,3660880,660880,0.22029333333333334,Sep,1978
Thirteen Conversations About One Thing,3000000,3287435,3705923,705923,0.23530766666666666,May,2002
Compadres,3000000,3127773,7445044,4445044,1.4816813333333334,Apr,2016
Jawbreaker,3000000,3076820,3076820,76820,0.025606666666666666,Feb,1999
Basquiat,3000000,2962051,2962051,-37949,-0.012649666666666667,Aug,1996
Tsotsi,3000000,2912606,11537539,8537539,2.8458463333333333,Feb,2006
Letters to God,3000000,2848587,3237452,237452,0.07915066666666666,Apr,2010
Happiness,3000000,2746453,5746453,2746453,0.9154843333333333,Oct,1998
DysFunkTional Family,3000000,2255000,2255000,-745000,-0.24833333333333332,Apr,2003
Tusk,3000000,1821983,1887554,-1112446,-0.37081533333333333,Sep,2014
The Wall,3000000,1803064,4495262,1495262,0.4984206666666667,May,2017
Elephant,3000000,1266955,10051516,7051516,2.3505053333333334,Oct,2003
Damsels in Distress,3000000,1007535,1324299,-1675701,-0.558567,Apr,2012
Oldboy,3000000,707391,6239723,3239723,1.0799076666666667,Mar,2005
Hobo with a Shotgun,3000000,703372,834953,-2165047,-0.7216823333333333,May,2011
The D Train,3000000,669688,772366,-2227634,-0.7425446666666666,May,2015
Bachelorette,3000000,446770,12577401,9577401,3.192467,Sep,2012
Fish Tank,3000000,374675,5922292,2922292,0.9740973333333334,Jan,2010
Everybody Wants to Be Italian,3000000,351416,351416,-2648584,-0.8828613333333334,Sep,2008
Creature,3000000,331000,331000,-2669000,-0.8896666666666667,Sep,2011
The Bounce Back,3000000,321910,421404,-2578596,-0.859532,Dec,2016
Freeway,3000000,295493,295493,-2704507,-0.9015023333333333,Aug,1996
Love's Abiding Joy,3000000,252726,252726,-2747274,-0.915758,Oct,2006
Dead Alive,3000000,242623,242623,-2757377,-0.9191256666666666,Feb,1993
Chain Letter,3000000,205842,1022453,-1977547,-0.6591823333333333,Oct,2010
Tim and Eric's Billion Dollar Movie,3000000,201436,223652,-2776348,-0.9254493333333333,Mar,2012
Holly,3000000,163069,163069,-2836931,-0.9456436666666667,Nov,2007
The Eclipse,3000000,133411,133411,-2866589,-0.9555296666666667,Mar,2010
The Grand,3000000,115879,115879,-2884121,-0.9613736666666667,Mar,2008
Sommersturm,3000000,95204,95204,-2904796,-0.9682653333333333,Mar,2006
Fort McCoy,3000000,78948,78948,-2921052,-0.973684,Aug,2014
The Gambler,3000000,51773,101773,-2898227,-0.9660756666666667,Aug,1999
Just Looking,3000000,39852,39852,-2960148,-0.986716,Oct,2000
Before We Go,3000000,37151,483938,-2516062,-0.8386873333333333,Sep,2015
The Divide,3000000,18000,156362,-2843638,-0.9478793333333333,Jan,2012
Tanner Hall,3000000,5073,5073,-2994927,-0.998309,Sep,2011
My Big Fat Independent Movie,3000000,4655,4655,-2995345,-0.9984483333333334,Sep,2005
Demonic,3000000,0,4668109,1668109,0.5560363333333334,Oct,2017
Ã l\'intÃ©rieur,3000000,0,895932,-2104068,-0.701356,Apr,2008
They Came Together,3000000,0,82780,-2917220,-0.9724066666666666,Jun,2014
Open Road,3000000,0,47469,-2952531,-0.984177,May,2013
The Harvey Girls,2931000,4100000,4100000,1169000,0.3988399863527806,Jan,1946
Cinderella,2900000,85000000,263591415,260691415,89.89359137931035,Feb,1950
Central do Brasil,2900000,5969553,17006158,14106158,4.864192413793104,Nov,1998
Pocketful of Miracles,2900000,5000000,5000000,2100000,0.7241379310344828,Dec,1961
Boynton Beach Club,2900000,3127472,3127472,227472,0.07843862068965517,Mar,2006
Freakonomics,2900000,101270,172867,-2727133,-0.9403906896551724,Oct,2010
Griff the Invisible,2900000,20778,25935,-2874065,-0.9910568965517241,Aug,2011
Some Like it Hot,2883848,25000000,25019542,22135694,7.675749207309123,Mar,1959
High Tension,2850000,3681066,6435262,3585262,1.2579866666666666,Jun,2005
Young Frankenstein,2800000,86300000,86300000,83500000,29.821428571428573,Dec,1974
The Omen,2800000,48570885,48570885,45770885,16.346744642857143,Jun,1976
Hustle & Flow,2800000,22202809,23591783,20791783,7.4256367857142855,Jul,2005
Friday the 13th Part VII: The New Blood,2800000,19170001,19170001,16370001,5.846428928571428,May,1988
Artie Lange's Beer League,2800000,475000,475000,-2325000,-0.8303571428571429,Sep,2006
The Wizard of Oz,2777000,34063405,34305476,31528476,11.353430320489737,Aug,1939
Diary of the Dead,2750000,952620,5394447,2644447,0.9616170909090909,Feb,2008
The Black Stallion,2700000,37799643,37799643,35099643,12.999867777777778,Oct,1979
Ulee's Gold,2700000,9054736,15600000,12900000,4.777777777777778,Jun,1997
Indivisible,2700000,3511417,3588305,888305,0.3290018518518519,Oct,2018
Lage Raho Munna Bhai,2700000,2217561,31517561,28817561,10.67317074074074,Sep,2006
Donovan's Reef,2686000,6600000,6600000,3914000,1.4571854058078928,Jun,1963
The Dress,2650000,16556,16556,-2633444,-0.9937524528301886,Jan,1998
A Guy Named Joe,2627000,5363000,5363000,2736000,1.0414921964217738,Dec,1943
Blazing Saddles,2600000,119500000,119500000,116900000,44.96153846153846,Feb,1974
Friday the 13th Part IV: The Final Chapter,2600000,32980880,32980880,30380880,11.684953846153846,Apr,1984
