movie,production_budget,domestic_gross,worldwide_gross,Profit,Percent_Profit,Release_Month,Release_Year
Speed Racer,120000000,43945766,93394462,-26605538,-0.22171281666666667,May,2008
The Island,120000000,35818913,163018913,43018913,0.3584909416666667,Jul,2005
How Do You Know?,120000000,30212620,49628177,-70371823,-0.5864318583333333,Dec,2010
Knight and Day,117000000,76423035,258751370,141751370,1.211550170940171,Jun,2010
Venom,116000000,213511408,853628605,737628605,6.358867284482758,Oct,2018
Star Wars Ep. I: The Phantom Menace,115000000,474544677,1027044677,912044677,7.93082327826087,May,1999
Star Wars Ep. III: Revenge of the Sith,115000000,380270577,848998877,733998877,6.382598930434782,May,2005
Star Wars Ep. II: Attack of the Clones,115000000,310676740,656695615,541695615,4.710396652173913,May,2002
"Monsters, Inc.",115000000,289423425,559757719,444757719,3.8674584260869564,Nov,2001
The Wolverine,115000000,132556852,416456852,301456852,2.6213639304347827,Jul,2013
Dante's Peak,115000000,67163857,178200000,63200000,0.5495652173913044,Feb,1997
The Huntsman: Winterâs War,115000000,48003015,165149302,50149302,0.43608088695652175,Apr,2016
Windtalkers,115000000,40914068,77628265,-37371735,-0.32497160869565217,Jun,2002
AstÃ©rix aux Jeux Olympiques,113500000,999811,132999811,19499811,0.17180450220264318,Jul,2008
Gulliver's Travels,112000000,42779261,232017848,120017848,1.0715879285714285,Dec,2010
Ferdinand,111000000,84410380,289847930,178847930,1.6112426126126127,Dec,2017
Deadpool 2,110000000,324591735,786680557,676680557,6.151641427272727,May,2018
Gravity,110000000,274092705,693698673,583698673,5.306351572727273,Oct,2013
Night at the Museum,110000000,250863268,579446407,469446407,4.267694609090909,Dec,2006
Mr. and Mrs. Smith,110000000,186336279,486124090,376124090,3.419309909090909,Jun,2005
San Andreas,110000000,155190832,456258539,346258539,3.1478049,May,2015
The Smurfs,110000000,142614158,563749323,453749323,4.124993845454545,Jul,2011
Live Free or Die Hard,110000000,134529403,382288147,272288147,2.4753467909090907,Jun,2007
The Divergent Series: Insurgent,110000000,130179072,295075882,185075882,1.6825080181818182,Mar,2015
Ocean's Twelve,110000000,125531634,362989076,252989076,2.299900690909091,Dec,2004
Tomorrow Never Dies,110000000,125304276,339504276,229504276,2.086402509090909,Dec,1997
The Patriot,110000000,113330342,215300000,105300000,0.9572727272727273,Jun,2000
300: Rise of an Empire,110000000,106580051,330780051,220780051,2.0070913727272726,Mar,2014
The Aviator,110000000,102608827,208370892,98370892,0.8942808363636363,Dec,2004
Passengers,110000000,100014699,302239672,192239672,1.7476333818181817,Dec,2016
The Green Hornet,110000000,98780042,229155503,119155503,1.0832318454545455,Jan,2011
Miss Peregrineâs Home for Peculiar Children,110000000,87242834,295986876,185986876,1.6907897818181818,Sep,2016
Real Steel,110000000,85463309,263880341,153880341,1.398912190909091,Oct,2011
The A-Team,110000000,77222099,177241171,67241171,0.6112833727272727,Jun,2010
The Smurfs 2,110000000,71017784,348547523,238547523,2.1686138454545456,Jul,2013
The Divergent Series: Allegiant,110000000,66184051,172022517,62022517,0.5638410636363637,Mar,2016
The Taking of Pelham 123,110000000,65452312,152364370,42364370,0.38513063636363637,Jun,2009
Ender's Game,110000000,61737191,127983283,17983283,0.16348439090909092,Nov,2013
Home on the Range,110000000,50026353,76482461,-33517539,-0.3047049,Apr,2004
Speed 2: Cruise Control,110000000,48097081,150468000,40468000,0.3678909090909091,Jun,1997
Kingdom of Heaven,110000000,47398413,218853353,108853353,0.9895759363636364,May,2005
Ghost in the Shell,110000000,40563557,167910690,57910690,0.5264608181818182,Mar,2017
Around the World in 80 Days,110000000,24004159,72004159,-37995841,-0.34541673636363635,Jun,2004
Men in Black: International,110000000,3100000,3100000,-106900000,-0.9718181818181818,Jun,2019
The Lord of the Rings: The Fellowship of the Ring,109000000,315544750,887210985,778210985,7.139550321100917,Dec,2001
The Cat in the Hat,109000000,101018283,133818283,24818283,0.22769066972477064,Nov,2003
Ali,109000000,58183966,87683966,-21316034,-0.19555994495412843,Dec,2001
The Martian,108000000,228433663,655271443,547271443,5.067328175925926,Oct,2015
Allied,106000000,40098064,119266661,13266661,0.12515717924528302,Nov,2016
"I, Robot",105000000,144801023,348629585,243629585,2.320281761904762,Jul,2004
Stuart Little,105000000,140015224,298815224,193815224,1.8458592761904762,Dec,1999
The Princess and the Frog,105000000,104400899,270997378,165997378,1.5809274095238095,Nov,2009
"10,000 B.C.",105000000,94784201,269065678,164065678,1.5625302666666667,Mar,2008
Ice Age: Collision Course,105000000,64063008,402156682,297156682,2.830063638095238,Jul,2016
Town & Country,105000000,6712451,10364769,-94635231,-0.9012879142857143,Apr,2001
Kingsman: The Golden Circle,104000000,100234838,408803696,304803696,2.930804769230769,Sep,2017
Gone in 60 Seconds,103300000,101643008,232643008,129343008,1.252110435624395,Jun,2000
Gladiator,103000000,187683805,457683805,354683805,3.4435320873786406,May,2000
The Hangover 3,103000000,112200072,362000072,259000072,2.514563805825243,May,2013
A Wrinkle in Time,103000000,100478608,133401882,30401882,0.29516390291262135,Mar,2018
Public Enemies,102500000,97104620,212282709,109782709,1.071050819512195,Jul,2009
Casino Royale,102000000,167365000,594420283,492420283,4.827649833333333,Nov,2006
Minority Report,102000000,132024714,358824714,256824714,2.5178893529411766,Jun,2002
Bumblebee,102000000,127195589,465195589,363195589,3.560741068627451,Dec,2018
Cloud Atlas,102000000,27108272,130673154,28673154,0.28110935294117645,Oct,2012
Harry Potter and the Chamber of Secrets,100000000,262233381,879225135,779225135,7.79225135,Nov,2002
Terminator 2: Judgment Day,100000000,203464105,515419827,415419827,4.15419827,Jul,1991
Batman Forever,100000000,184031112,336529144,236529144,2.36529144,Jun,1995
Planet of the Apes,100000000,180011740,362211740,262211740,2.6221174,Jul,2001
National Treasure,100000000,173005002,331323410,231323410,2.3132341,Nov,2004
Django Unchained,100000000,162805434,449948323,349948323,3.49948323,Dec,2012
Little Fockers,100000000,148438600,310650574,210650574,2.10650574,Dec,2010
True Lies,100000000,146282411,365300000,265300000,2.653,Jul,1994
American Gangster,100000000,130164645,267985456,167985456,1.67985456,Nov,2007
Cloudy with a Chance of Meatballs,100000000,124870275,236827677,136827677,1.36827677,Sep,2009
The Other Guys,100000000,119219978,170936470,70936470,0.7093647,Aug,2010
Lemony Snicket's A Series of Unfortunate Events,100000000,118627117,212956024,112956024,1.12956024,Dec,2004
The Wolf of Wall Street,100000000,116900694,389870414,289870414,2.89870414,Dec,2013
Epic,100000000,107518682,262794441,162794441,1.62794441,May,2013
Eraser,100000000,101295562,234400000,134400000,1.344,Jun,1996
The Hunchback of Notre Dame,100000000,100138851,325500000,225500000,2.255,Jun,1996
The Emperor's New Groove,100000000,89296573,169296573,69296573,0.69296573,Dec,2000
The Expendables 2,100000000,85028192,311979256,211979256,2.11979256,Aug,2012
Where the Wild Things Are,100000000,77233467,99123656,-876344,-0.00876344,Oct,2009
Eragon,100000000,75030163,249488115,149488115,1.49488115,Dec,2006
Hercules,100000000,72688614,243388614,143388614,1.43388614,Jul,2014
The Tourist,100000000,67631157,278731369,178731369,1.78731369,Dec,2010
End of Days,100000000,66889043,212026975,112026975,1.12026975,Nov,1999
The Stepford Wives,100000000,59475623,96221971,-3778029,-0.03778029,Jun,2004
Surf's Up,100000000,58867694,145395745,45395745,0.45395745,Jun,2007
Blood Diamond,100000000,57377916,171377916,71377916,0.71377916,Dec,2006
Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,139716717,39716717,0.39716717,Sep,2010
Starship Troopers,100000000,54768952,121100000,21100000,0.211,Nov,1997
Land of the Lost,100000000,49438370,69548641,-30451359,-0.30451359,Jun,2009
Peter Pan,100000000,48417850,95255485,-4744515,-0.04744515,Dec,2003
Wonder Park,100000000,45216793,115149422,15149422,0.15149422,Mar,2019
Catwoman,100000000,40202379,82145379,-17854621,-0.17854621,Jul,2004
The Expendables 3,100000000,39322544,209461378,109461378,1.09461378,Aug,2014
Treasure Planet,100000000,38120554,91800000,-8200000,-0.082,Nov,2002
Green Zone,100000000,35497337,97523020,-2476980,-0.0247698,Mar,2010
Geostorm,100000000,33700160,220796009,120796009,1.20796009,Oct,2017
Point Break,100000000,28782481,126704591,26704591,0.26704591,Dec,2015
In the Heart of the Sea,100000000,25020758,89693309,-10306691,-0.10306691,Dec,2015
Transcendence,100000000,23022309,103039258,3039258,0.03039258,Apr,2014
Son of the Mask,100000000,17018422,59918422,-40081578,-0.40081578,Feb,2005
Mortal Engines,100000000,15951040,85287417,-14712583,-0.14712583,Dec,2018
The Adventures of Pluto Nash,100000000,4411102,7094995,-92905005,-0.92905005,Aug,2002
Jin lÃ­ng shÃ­ san chai,100000000,311434,98227017,-1772983,-0.01772983,Jan,2012
The Peanuts Movie,99000000,130178411,250091610,151091610,1.5261778787878788,Nov,2015
The LEGO Movie 2: The Second Part,99000000,105806508,190325698,91325698,0.922481797979798,Feb,2019
Robin Hood,99000000,30824628,84747441,-14252559,-0.1439652424242424,Nov,2018
The Mummy Returns,98000000,202007640,435040395,337040395,3.4391877040816325,May,2001
Gangs of New York,97000000,77730500,183124621,86124621,0.8878826907216495,Dec,2002
Alien: Covenant,97000000,74262031,238521247,141521247,1.4589819278350515,May,2017
Cinderella,95000000,201151353,534551353,439551353,4.626856347368421,Mar,2015
Ice Age: Continental Drift,95000000,161321843,879765137,784765137,8.26068565263158,Jul,2012
Black Hawk Down,95000000,108638745,159691085,64691085,0.6809587894736842,Dec,2001
Sex and the City 2,95000000,95347692,294680778,199680778,2.1019029263157893,May,2010
Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874,128050874,1.3479039368421053,Feb,2010
The Campaign,95000000,86907746,104907746,9907746,0.10429206315789474,Aug,2012
Unstoppable,95000000,81562942,165720921,70720921,0.7444307473684211,Nov,2010
The Fifth Element,95000000,63570862,263898761,168898761,1.777881694736842,May,1997
The Road to El Dorado,95000000,50802661,65700000,-29300000,-0.30842105263157893,Mar,2000
The Lovely Bones,95000000,44114232,94894448,-105552,-0.0011110736842105263,Dec,2009
Ben-Hur,95000000,26410477,91669648,-3330352,-0.03505633684210526,Aug,2016
Seventh Son,95000000,17725785,108874967,13874967,0.14605228421052632,Feb,2015
Finding Nemo,94000000,380529370,936429370,842429370,8.962014574468085,May,2003
The Lord of the Rings: The Return of the King,94000000,377845905,1141403341,1047403341,11.142588734042553,Dec,2003
The Lord of the Rings: The Two Towers,94000000,342548984,934699645,840699645,8.94361324468085,Dec,2002
Lara Croft: Tomb Raider,94000000,131144183,273330185,179330185,1.9077679255319149,Jun,2001
Kingsman: The Secret Service,94000000,128261724,404561724,310561724,3.3038481276595744,Feb,2015
Jurassic Park III,93000000,181166115,365900000,272900000,2.934408602150538,Jul,2001
Rise of the Planet of the Apes,93000000,176760185,470986200,377986200,4.064367741935484,Aug,2011
The Spiderwick Chronicles,92500000,71195053,162839667,70339667,0.7604288324324324,Feb,2008
The Incredibles,92000000,261441092,614726752,522726752,5.681812521739131,Nov,2004
A Good Day to Die Hard,92000000,67349198,304249198,212249198,2.3070565,Feb,2013
The Alamo,92000000,22406362,23911362,-68088638,-0.7400938913043478,Apr,2004
Cutthroat Island,92000000,10017322,18517322,-73482678,-0.7987247608695652,Dec,1995
The Secret Life of Walter Mitty,91000000,58236838,187861183,96861183,1.0644086043956045,Dec,2013
Jumanji: Welcome to the Jungle,90000000,404508916,964496193,874496193,9.716624366666666,Dec,2017
Men in Black,90000000,250690539,587790539,497790539,5.5310059888888885,Jul,1997
Toy Story 2,90000000,245852179,511358276,421358276,4.6817586222222225,Nov,1999
Rush Hour 2,90000000,226164286,347425832,257425832,2.8602870222222223,Aug,2001
Sherlock Holmes,90000000,209028679,498438212,408438212,4.538202355555556,Dec,2009
Ice Age: Dawn of the Dinosaurs,90000000,196573705,859701857,769701857,8.552242855555555,Jul,2009
Spider-Man: Into The Spider-Verse 3D,90000000,190173195,375381768,285381768,3.1709085333333333,Dec,2018
What Lies Beneath,90000000,155464351,288693989,198693989,2.207710988888889,Jul,2000
Rio,90000000,143619809,487519809,397519809,4.416886766666667,Apr,2011
The Departed,90000000,132384315,289660619,199660619,2.218451322222222,Oct,2006
Charlie's Angels,90000000,125305545,259736090,169736090,1.8859565555555555,Nov,2000
Mulan,90000000,120620254,303500000,213500000,2.3722222222222222,Jun,1998
Tropic Thunder,90000000,110515313,191145256,101145256,1.1238361777777777,Aug,2008
The Girl with the Dragon Tattoo,90000000,102515793,239373970,149373970,1.6597107777777778,Dec,2011
Contact,90000000,100920329,165900000,75900000,0.8433333333333334,Jul,1997
You Don't Mess With the Zohan,90000000,100018837,202910991,112910991,1.2545665666666668,Jun,2008
Die Hard: With a Vengeance,90000000,100012499,366101666,276101666,3.067796288888889,May,1995
The Magnificent Seven,90000000,93432655,162525156,72525156,0.8058350666666667,Sep,2016
Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956,159517956,1.7724217333333334,Dec,2015
Atlantis: The Lost Empire,90000000,84052762,186049020,96049020,1.0672113333333333,Jun,2001
Valkyrie,90000000,83107829,203932174,113932174,1.2659130444444444,Dec,2008
Pixels,90000000,78765986,244041804,154041804,1.7115756,Jul,2015
Artificial Intelligence: AI,90000000,78616689,235900000,145900000,1.6211111111111112,Jun,2001
The Haunted Mansion,90000000,75817994,155750628,65750628,0.7305625333333333,Nov,2003
Hollow Man,90000000,73209340,191200000,101200000,1.1244444444444444,Aug,2000
The Interpreter,90000000,72708161,162753837,72753837,0.8083759666666667,Apr,2005
Percy Jackson: Sea of Monsters,90000000,68559554,200859554,110859554,1.2317728222222222,Aug,2013
Lara Croft: Tomb Raider: The Cradle of Life,90000000,65653758,157092943,67092943,0.7454771444444445,Jul,2003
Now You See Me 2,90000000,65075540,328325007,238325007,2.648055633333333,Jun,2016
Spy Game,90000000,62362560,143049560,53049560,0.5894395555555556,Nov,2001
The Saint,90000000,61363304,169400000,79400000,0.8822222222222222,Apr,1997
Mission to Mars,90000000,60874615,106000000,16000000,0.17777777777777778,Mar,2000
Tomb Raider,90000000,58250803,273477501,183477501,2.0386389,Mar,2018
Bicentennial Man,90000000,58220776,87420776,-2579224,-0.028658044444444444,Dec,1999
King Arthur,90000000,51877963,203877963,113877963,1.2653107,Jul,2004
Volcano,90000000,47546796,120100000,30100000,0.33444444444444443,Apr,1997
The Devil's Own,90000000,42885593,140900000,50900000,0.5655555555555556,Mar,1997
K-19: The Widowmaker,90000000,35168966,65716126,-24283874,-0.2698208222222222,Jul,2002
Conan the Barbarian,90000000,21295021,63356133,-26643867,-0.2960429666666667,Aug,2011
The Three Musketeers,90000000,20377913,139877913,49877913,0.5541990333333333,Oct,2011
The Promise,90000000,8224288,10551417,-79448583,-0.8827620333333334,Apr,2017
The Nutcracker in 3D,90000000,195459,20466016,-69533984,-0.7725998222222222,Nov,2010
Twister,88000000,241688385,495700000,407700000,4.632954545454545,May,1996
Cinderella Man,88000000,61649911,105021488,17021488,0.193426,Jun,2005
The Predator,88000000,51024708,159487563,71487563,0.8123586704545455,Sep,2018
Fantastic Four,87500000,154696080,333132750,245632750,2.8072314285714284,Jul,2005
Hannibal,87000000,165092266,350100280,263100280,3.0241411494252874,Feb,2001
Seabiscuit,86000000,120277854,148715342,62715342,0.7292481627906977,Jul,2003
Cast Away,85000000,233632142,427230516,342230516,4.026241364705882,Dec,2000
Happy Feet,85000000,198000317,385000317,300000317,3.529415494117647,Nov,2006
Ocean's Eleven,85000000,183417150,450728529,365728529,4.302688576470588,Dec,2001
The Bourne Supremacy,85000000,176087450,311001124,226001124,2.6588367529411765,Jul,2004
Air Force One,85000000,172956409,315268353,230268353,2.7090394470588235,Jul,1997
Fast & Furious,85000000,155064265,363064265,278064265,3.271344294117647,Apr,2009
Horton Hears a Who,85000000,154529439,299477886,214477886,2.5232692470588236,Mar,2008
Divergent,85000000,150947895,276014965,191014965,2.247234882352941,Mar,2014
Hotel Transylvania,85000000,148313048,378505812,293505812,3.4530095529411766,Sep,2012
Shazam!,85000000,139606856,362899733,277899733,3.269408623529412,Apr,2019
Enchanted,85000000,127706877,340384141,255384141,3.004519305882353,Nov,2007
Safe House,85000000,126181630,208542162,123542162,1.4534372,Feb,2012
I Now Pronounce You Chuck and Larry,85000000,119725280,185708462,100708462,1.1848054352941177,Jul,2007
Ocean's Thirteen,85000000,117144465,311744465,226744465,2.6675819411764707,Jun,2007
Itâs Complicated,85000000,112735375,224614744,139614744,1.6425264,Dec,2009
Enemy of the State,85000000,111549836,250649836,165649836,1.9488216,Nov,1998
Open Season,85000000,85105259,191932158,106932158,1.258025388235294,Sep,2006
Tower Heist,85000000,78046570,150422946,65422946,0.7696817176470588,Nov,2011
102 Dalmatians,85000000,66941559,66941559,-18058441,-0.21245224705882354,Nov,2000
Mirror Mirror,85000000,64935167,173613482,88613482,1.0425115529411764,Mar,2012
The Holiday,85000000,63280000,205190324,120190324,1.4140038117647058,Dec,2006
The Fast and the Furious: Tokyo Drift,85000000,62615510,157794205,72794205,0.8564024117647059,Jun,2006
Memoirs of a Geisha,85000000,57010853,161510853,76510853,0.9001276823529412,Dec,2005
Enemy at the Gates,85000000,51396781,96971293,11971293,0.14083874117647058,Mar,2001
Last Action Hero,85000000,50016394,137298489,52298489,0.6152763411764706,Jun,1993
The Rundown,85000000,47641743,80831893,-4168107,-0.04903655294117647,Sep,2003
Arthur Christmas,85000000,46462469,149717124,64717124,0.7613779294117647,Nov,2011
xXx: Return of Xander Cage,85000000,44898413,345033359,260033359,3.059215988235294,Jan,2017
Meet Joe Black,85000000,44650003,44650003,-40349997,-0.4747058470588235,Nov,1998
Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,28026383,0.32972215294117646,Jul,2010
Collateral Damage,85000000,40048332,78353508,-6646492,-0.07819402352941177,Feb,2002
Showtime,85000000,37948765,78948765,-6051235,-0.071191,Mar,2002
Judge Dredd,85000000,34687912,113487912,28487912,0.33515190588235294,Jun,1995
Zodiac,85000000,33080084,83080084,-1919916,-0.02258724705882353,Mar,2007
Scott Pilgrim vs. The World,85000000,31611316,48056764,-36943236,-0.43462630588235296,Aug,2010
The Core,85000000,31111260,74132631,-10867369,-0.1278514,Mar,2003
Father's Day,85000000,28681080,35681080,-49318920,-0.5802225882352942,May,1997
The Greatest Showman,84000000,174340174,386665550,302665550,3.6031613095238093,Dec,2017
Scooby-Doo,84000000,153294164,276294164,192294164,2.289216238095238,Jun,2002
Nutty Professor II: The Klumps,84000000,123307945,166307945,82307945,0.9798564880952381,Jul,2000
RED 2,84000000,53262560,141507355,57507355,0.6846113690476191,Jul,2013
Click,82500000,137355633,237685089,155185089,1.8810313818181819,Jun,2006
Charlotte's Web,82500000,82985708,143985708,61485708,0.7452813090909091,Dec,2006
Jumper,82500000,80172128,222640812,140140812,1.698676509090909,Feb,2008
Hellboy II: The Golden Army,82500000,75986503,160388063,77888063,0.9440977333333334,Jul,2008
The Longest Yard,82000000,158119460,191558505,109558505,1.3360793292682926,May,2005
The Expendables,82000000,103068524,268268174,186268174,2.2715630975609757,Aug,2010
The 6th Day,82000000,34543701,96024898,14024898,0.17103534146341465,Nov,2000
Bruce Almighty,81000000,242704995,484468608,403468608,4.981093925925926,May,2003
The Hunger Games,80000000,408010692,677923379,597923379,7.4740422375,Mar,2012
